2025-04-26 19:48:43,774 - INFO - Loading model and encoder...
2025-04-26 19:48:43,860 - INFO - Processing text: Okay, here are 5 blog titles, outlines, and a rich text editor representation based on the "movie" n...
2025-04-26 19:48:43,976 - INFO - Extracted keywords: []
2025-04-26 19:50:10,656 - INFO - Loading model and encoder...
2025-04-26 19:50:11,606 - INFO - Processing text: Okay, here are 5 blog titles and their outlines, formatted for a rich text editor, based on the "mov...
2025-04-26 19:50:11,663 - INFO - Extracted keywords: []
2025-04-26 19:50:16,549 - INFO - Loading model and encoder...
2025-04-26 19:50:17,307 - INFO - Processing text: Okay, here are 5 blog titles and their outlines, formatted for a rich text editor, based on the "mov...
2025-04-26 19:50:17,360 - INFO - Extracted keywords: []
2025-04-26 20:10:31,516 - INFO - Loading model and encoder...
2025-04-26 20:10:32,427 - INFO - Processing text: Okay, here are 5 blog titles tailored to a "movie" niche with a "general" audience, along with blog ...
2025-04-26 20:10:32,484 - INFO - Extracted keywords: []
2025-04-26 20:11:29,228 - INFO - Loading model and encoder...
2025-04-28 11:30:17,593 - INFO - Keyword: mindfulness meditation, Probability: 0.142
2025-04-28 11:30:17,593 - INFO - Keyword: minimalist design, Probability: 0.149
2025-04-28 11:30:17,593 - INFO - Keyword: mistakes, Probability: 0.159
2025-04-28 11:30:17,593 - INFO - Keyword: mobile app design, Probability: 0.152
2025-04-28 11:30:17,593 - INFO - Keyword: motivation, Probability: 0.133
2025-04-28 11:30:17,593 - INFO - Keyword: networking, Probability: 0.130
2025-04-28 11:30:17,593 - INFO - Keyword: nutrition, Probability: 0.135
2025-04-28 11:30:17,593 - INFO - Keyword: online courses, Probability: 0.131
2025-04-28 11:30:17,593 - INFO - Keyword: online jobs, Probability: 0.133
2025-04-28 11:30:17,593 - INFO - Keyword: personal_branding, Probability: 0.425
2025-04-28 11:30:17,593 - INFO - Keyword: personal_growth, Probability: 0.155
2025-04-28 11:30:17,593 - INFO - Keyword: pet_care, Probability: 0.135
2025-04-28 11:30:17,593 - INFO - Keyword: podcast, Probability: 0.152
2025-04-28 11:30:17,593 - INFO - Keyword: podcast setup, Probability: 0.146
2025-04-28 11:30:17,593 - INFO - Keyword: podcasting, Probability: 0.146
2025-04-28 11:30:17,593 - INFO - Keyword: productivity, Probability: 0.222
2025-04-28 11:30:17,593 - INFO - Keyword: products, Probability: 0.131
2025-04-28 11:30:17,593 - INFO - Keyword: professionals, Probability: 0.137
2025-04-28 11:30:17,593 - INFO - Keyword: programming, Probability: 0.141
2025-04-28 11:30:17,593 - INFO - Keyword: project management, Probability: 0.135
2025-04-28 11:30:17,593 - INFO - Keyword: public speaking, Probability: 0.131
2025-04-28 11:30:17,593 - INFO - Keyword: public_speaking, Probability: 0.136
2025-04-28 11:30:17,593 - INFO - Keyword: real estate, Probability: 0.132
2025-04-28 11:30:17,593 - INFO - Keyword: recipes, Probability: 0.133
2025-04-28 11:30:17,593 - INFO - Keyword: remote teams, Probability: 0.135
2025-04-28 11:30:17,593 - INFO - Keyword: remote work, Probability: 0.165
2025-04-28 11:30:17,593 - INFO - Keyword: remote_work, Probability: 0.130
2025-04-28 11:30:17,593 - INFO - Keyword: resume writing, Probability: 0.135
2025-04-28 11:30:17,593 - INFO - Keyword: resume_writing, Probability: 0.141
2025-04-28 11:30:17,593 - INFO - Keyword: saving money, Probability: 0.142
2025-04-28 11:30:17,593 - INFO - Keyword: saving_money, Probability: 0.145
2025-04-28 11:30:17,593 - INFO - Keyword: security, Probability: 0.166
2025-04-28 11:30:17,593 - INFO - Keyword: self care, Probability: 0.129
2025-04-28 11:30:17,593 - INFO - Keyword: self improvement, Probability: 0.132
2025-04-28 11:30:17,593 - INFO - Keyword: self publishing, Probability: 0.148
2025-04-28 11:30:17,593 - INFO - Keyword: side hustle ideas, Probability: 0.135
2025-04-28 11:30:17,593 - INFO - Keyword: skills, Probability: 0.141
2025-04-28 11:30:17,593 - INFO - Keyword: skincare, Probability: 0.135
2025-04-28 11:30:17,593 - INFO - Keyword: skincare routine, Probability: 0.136
2025-04-28 11:30:17,593 - INFO - Keyword: small business, Probability: 0.146
2025-04-28 11:30:17,593 - INFO - Keyword: small_business, Probability: 0.427
2025-04-28 11:30:17,593 - INFO - Keyword: smart investments, Probability: 0.132
2025-04-28 11:30:17,593 - INFO - Keyword: smoothie, Probability: 0.133
2025-04-28 11:30:17,593 - INFO - Keyword: social_media, Probability: 0.636
2025-04-28 11:30:17,593 - INFO - Keyword: solo travel, Probability: 0.134
2025-04-28 11:30:17,593 - INFO - Keyword: solo_trip, Probability: 0.137
2025-04-28 11:30:17,593 - INFO - Keyword: startup, Probability: 0.175
2025-04-28 11:30:17,593 - INFO - Keyword: startups, Probability: 0.131
2025-04-28 11:30:17,593 - INFO - Keyword: stock_market, Probability: 0.134
2025-04-28 11:30:17,593 - INFO - Keyword: stocks, Probability: 0.130
2025-04-28 11:30:17,593 - INFO - Keyword: strategies, Probability: 0.145
2025-04-28 11:30:17,593 - INFO - Keyword: strategy, Probability: 0.427
2025-04-28 11:30:17,593 - INFO - Keyword: stress relief, Probability: 0.142
2025-04-28 11:30:17,593 - INFO - Keyword: stress_relief, Probability: 0.133
2025-04-28 11:30:17,593 - INFO - Keyword: summer, Probability: 0.133
2025-04-28 11:30:17,593 - INFO - Keyword: summer_adventure, Probability: 0.132
2025-04-28 11:30:17,593 - INFO - Keyword: sustainability, Probability: 0.131
2025-04-28 11:30:17,593 - INFO - Keyword: technology, Probability: 0.354
2025-04-28 11:30:17,593 - INFO - Keyword: tiktok, Probability: 0.130
2025-04-28 11:30:17,593 - INFO - Keyword: time_management, Probability: 0.184
2025-04-28 11:30:17,593 - INFO - Keyword: tips, Probability: 0.135
2025-04-28 11:30:17,593 - INFO - Keyword: tools, Probability: 0.137
2025-04-28 11:30:17,593 - INFO - Keyword: tourism, Probability: 0.137
2025-04-28 11:30:17,593 - INFO - Keyword: trails, Probability: 0.132
2025-04-28 11:30:17,593 - INFO - Keyword: travel, Probability: 0.137
2025-04-28 11:30:17,593 - INFO - Keyword: travel destinations, Probability: 0.134
2025-04-28 11:30:17,593 - INFO - Keyword: travel_safety, Probability: 0.137
2025-04-28 11:30:17,593 - INFO - Keyword: trends, Probability: 0.159
2025-04-28 11:30:17,593 - INFO - Keyword: ui_ux, Probability: 0.159
2025-04-28 11:30:17,593 - INFO - Keyword: video marketing, Probability: 0.136
2025-04-28 11:30:17,593 - INFO - Keyword: videos, Probability: 0.130
2025-04-28 11:30:17,593 - INFO - Keyword: viral content, Probability: 0.120
2025-04-28 11:30:17,593 - INFO - Keyword: viral_content, Probability: 0.516
2025-04-28 11:30:17,593 - INFO - Keyword: web design, Probability: 0.149
2025-04-28 11:30:17,593 - INFO - Keyword: website, Probability: 0.149
2025-04-28 11:30:17,593 - INFO - Keyword: website creation, Probability: 0.137
2025-04-28 11:30:17,593 - INFO - Keyword: website_design, Probability: 0.159
2025-04-28 11:30:17,593 - INFO - Keyword: weight_loss, Probability: 0.137
2025-04-28 11:30:17,593 - INFO - Keyword: wellbeing, Probability: 0.203
2025-04-28 11:30:17,593 - INFO - Keyword: wellness, Probability: 0.203
2025-04-28 11:30:17,593 - INFO - Keyword: work from home, Probability: 0.131
2025-04-28 11:30:17,593 - INFO - Keyword: work-life balance, Probability: 0.135
2025-04-28 11:30:17,593 - INFO - Keyword: work_from_home, Probability: 0.133
2025-04-28 11:30:17,593 - INFO - Keyword: work_life_balance, Probability: 0.137
2025-04-28 11:30:17,593 - INFO - Keyword: yoga, Probability: 0.161
2025-04-28 11:30:17,593 - INFO - Keyword: young professionals, Probability: 0.130
2025-04-28 11:42:59,780 - INFO - Loading model and encoder...
2025-04-28 11:43:00,439 - INFO - Processing text: Okay, here are 5 blog titles and outlines that bridge the world of movies and the world of business,...
2025-04-28 11:43:00,448 - INFO - Extracted keywords: ['ai', 'branding', 'business', 'business growth', 'business tips', 'career', 'content_marketing', 'cybersecurity', 'cybersecurity threats', 'digital_marketing', 'e-commerce', 'enthusiasts', 'entrepreneurship', 'finance', 'fitness', 'gadgets', 'growth hacking', 'innovation', 'instagram', 'investing', 'marketing', 'marketing strategies', 'personal_branding', 'productivity', 'security', 'small business', 'small_business', 'social_media', 'startups', 'strategy', 'technology']
2025-04-28 11:43:00,448 - INFO - Keyword: AI, Probability: 0.132
2025-04-28 11:43:00,448 - INFO - Keyword: Canva, Probability: 0.129
2025-04-28 11:43:00,448 - INFO - Keyword: ML, Probability: 0.132
2025-04-28 11:43:00,448 - INFO - Keyword: NFTs, Probability: 0.183
2025-04-28 11:43:00,448 - INFO - Keyword: SEO, Probability: 0.123
2025-04-28 11:43:00,448 - INFO - Keyword: TikTok, Probability: 0.124
2025-04-28 11:43:00,448 - INFO - Keyword: UI/UX, Probability: 0.133
2025-04-28 11:43:00,448 - INFO - Keyword: WordPress, Probability: 0.121
2025-04-28 11:43:00,448 - INFO - Keyword: YouTube optimization, Probability: 0.123
2025-04-28 11:43:00,448 - INFO - Keyword: adventure, Probability: 0.142
2025-04-28 11:43:00,448 - INFO - Keyword: affordable, Probability: 0.136
2025-04-28 11:43:00,448 - INFO - Keyword: ai, Probability: 0.248
2025-04-28 11:43:00,448 - INFO - Keyword: app interface, Probability: 0.133
2025-04-28 11:43:00,448 - INFO - Keyword: apps, Probability: 0.125
2025-04-28 11:43:00,448 - INFO - Keyword: art market, Probability: 0.183
2025-04-28 11:43:00,448 - INFO - Keyword: awareness, Probability: 0.149
2025-04-28 11:43:00,448 - INFO - Keyword: basics, Probability: 0.170
2025-04-28 11:43:00,448 - INFO - Keyword: beauty, Probability: 0.124
2025-04-28 11:43:00,448 - INFO - Keyword: beauty_routine, Probability: 0.122
2025-04-28 11:43:00,448 - INFO - Keyword: belly_fat, Probability: 0.125
2025-04-28 11:43:00,448 - INFO - Keyword: blockchain, Probability: 0.160
2025-04-28 11:43:00,448 - INFO - Keyword: blogging, Probability: 0.121
2025-04-28 11:43:00,448 - INFO - Keyword: branding, Probability: 0.555
2025-04-28 11:43:00,448 - INFO - Keyword: budget_travel, Probability: 0.125
2025-04-28 11:43:00,448 - INFO - Keyword: budgeting, Probability: 0.123
2025-04-28 11:43:00,448 - INFO - Keyword: business, Probability: 0.754
2025-04-28 11:43:00,448 - INFO - Keyword: business growth, Probability: 0.555
2025-04-28 11:43:00,448 - INFO - Keyword: business tips, Probability: 0.218
2025-04-28 11:43:00,448 - INFO - Keyword: business_growth, Probability: 0.188
2025-04-28 11:43:00,448 - INFO - Keyword: buying home, Probability: 0.128
2025-04-28 11:43:00,448 - INFO - Keyword: career, Probability: 0.221
2025-04-28 11:43:00,448 - INFO - Keyword: career growth, Probability: 0.118
2025-04-28 11:43:00,448 - INFO - Keyword: career options, Probability: 0.117
2025-04-28 11:43:00,448 - INFO - Keyword: career_tips, Probability: 0.123
2025-04-28 11:43:00,448 - INFO - Keyword: coding practices, Probability: 0.139
2025-04-28 11:43:00,448 - INFO - Keyword: collaboration, Probability: 0.182
2025-04-28 11:43:00,448 - INFO - Keyword: communication, Probability: 0.132
2025-04-28 11:43:00,448 - INFO - Keyword: confidence, Probability: 0.132
2025-04-28 11:43:00,448 - INFO - Keyword: content creation, Probability: 0.163
2025-04-28 11:43:00,448 - INFO - Keyword: content marketing, Probability: 0.178
2025-04-28 11:43:00,448 - INFO - Keyword: content_creation, Probability: 0.111
2025-04-28 11:43:00,448 - INFO - Keyword: content_marketing, Probability: 0.249
2025-04-28 11:43:00,448 - INFO - Keyword: creative_industries, Probability: 0.176
2025-04-28 11:43:00,448 - INFO - Keyword: creativity, Probability: 0.126
2025-04-28 11:43:00,448 - INFO - Keyword: crypto, Probability: 0.183
2025-04-28 11:43:00,448 - INFO - Keyword: crypto basics, Probability: 0.134
2025-04-28 11:43:00,448 - INFO - Keyword: cryptocurrency, Probability: 0.134
2025-04-28 11:43:00,448 - INFO - Keyword: cybersecurity, Probability: 0.213
2025-04-28 11:43:00,448 - INFO - Keyword: cybersecurity threats, Probability: 0.248
2025-04-28 11:43:00,448 - INFO - Keyword: data science, Probability: 0.128
2025-04-28 11:43:00,448 - INFO - Keyword: design tools, Probability: 0.129
2025-04-28 11:43:00,448 - INFO - Keyword: destinations, Probability: 0.125
2025-04-28 11:43:00,448 - INFO - Keyword: development, Probability: 0.139
2025-04-28 11:43:00,448 - INFO - Keyword: digital marketing, Probability: 0.169
2025-04-28 11:43:00,448 - INFO - Keyword: digital_marketing, Probability: 0.209
2025-04-28 11:43:00,448 - INFO - Keyword: digital_nomad, Probability: 0.143
2025-04-28 11:43:00,448 - INFO - Keyword: dogs, Probability: 0.139
2025-04-28 11:43:00,448 - INFO - Keyword: e-commerce, Probability: 0.658
2025-04-28 11:43:00,448 - INFO - Keyword: eBook writing, Probability: 0.120
2025-04-28 11:43:00,448 - INFO - Keyword: eco_friendly, Probability: 0.118
2025-04-28 11:43:00,448 - INFO - Keyword: education, Probability: 0.143
2025-04-28 11:43:00,448 - INFO - Keyword: electric_cars, Probability: 0.123
2025-04-28 11:43:00,448 - INFO - Keyword: email marketing, Probability: 0.169
2025-04-28 11:43:00,448 - INFO - Keyword: email_marketing, Probability: 0.188
2025-04-28 11:43:00,448 - INFO - Keyword: engagement, Probability: 0.126
2025-04-28 11:43:00,449 - INFO - Keyword: engineering, Probability: 0.117
2025-04-28 11:43:00,449 - INFO - Keyword: enthusiasts, Probability: 0.349
2025-04-28 11:43:00,449 - INFO - Keyword: entrepreneurship, Probability: 0.602
2025-04-28 11:43:00,449 - INFO - Keyword: equipment, Probability: 0.136
2025-04-28 11:43:00,449 - INFO - Keyword: europe, Probability: 0.125
2025-04-28 11:43:00,449 - INFO - Keyword: exercise, Probability: 0.131
2025-04-28 11:43:00,449 - INFO - Keyword: exercises, Probability: 0.125
2025-04-28 11:43:00,449 - INFO - Keyword: extra income, Probability: 0.126
2025-04-28 11:43:00,449 - INFO - Keyword: finance, Probability: 0.266
2025-04-28 11:43:00,449 - INFO - Keyword: financial planning, Probability: 0.168
2025-04-28 11:43:00,449 - INFO - Keyword: fitness, Probability: 0.204
2025-04-28 11:43:00,449 - INFO - Keyword: freelance, Probability: 0.131
2025-04-28 11:43:00,449 - INFO - Keyword: freelancing, Probability: 0.119
2025-04-28 11:43:00,449 - INFO - Keyword: future, Probability: 0.123
2025-04-28 11:43:00,449 - INFO - Keyword: future tech, Probability: 0.119
2025-04-28 11:43:00,449 - INFO - Keyword: future_of_work, Probability: 0.143
2025-04-28 11:43:00,449 - INFO - Keyword: gadgets, Probability: 0.349
2025-04-28 11:43:00,449 - INFO - Keyword: glowing skin, Probability: 0.124
2025-04-28 11:43:00,449 - INFO - Keyword: glowing_skin, Probability: 0.122
2025-04-28 11:43:00,449 - INFO - Keyword: graphic design, Probability: 0.129
2025-04-28 11:43:00,449 - INFO - Keyword: graphic_design, Probability: 0.126
2025-04-28 11:43:00,449 - INFO - Keyword: growth, Probability: 0.163
2025-04-28 11:43:00,449 - INFO - Keyword: growth hacking, Probability: 0.218
2025-04-28 11:43:00,449 - INFO - Keyword: health, Probability: 0.164
2025-04-28 11:43:00,449 - INFO - Keyword: healthy, Probability: 0.122
2025-04-28 11:43:00,449 - INFO - Keyword: healthy eating, Probability: 0.123
2025-04-28 11:43:00,449 - INFO - Keyword: healthy_eating, Probability: 0.122
2025-04-28 11:43:00,449 - INFO - Keyword: hiking, Probability: 0.118
2025-04-28 11:43:00,449 - INFO - Keyword: home workouts, Probability: 0.131
2025-04-28 11:43:00,449 - INFO - Keyword: home_workout, Probability: 0.136
2025-04-28 11:43:00,449 - INFO - Keyword: impact, Probability: 0.176
2025-04-28 11:43:00,449 - INFO - Keyword: innovation, Probability: 0.235
2025-04-28 11:43:00,449 - INFO - Keyword: instagram, Probability: 0.349
2025-04-28 11:43:00,449 - INFO - Keyword: investing, Probability: 0.211
2025-04-28 11:43:00,449 - INFO - Keyword: job search, Probability: 0.135
2025-04-28 11:43:00,449 - INFO - Keyword: jobs, Probability: 0.117
2025-04-28 11:43:00,449 - INFO - Keyword: journaling, Probability: 0.136
2025-04-28 11:43:00,449 - INFO - Keyword: language learning, Probability: 0.143
2025-04-28 11:43:00,449 - INFO - Keyword: learning, Probability: 0.143
2025-04-28 11:43:00,449 - INFO - Keyword: linkedin, Probability: 0.163
2025-04-28 11:43:00,449 - INFO - Keyword: marketing, Probability: 0.365
2025-04-28 11:43:00,449 - INFO - Keyword: marketing strategies, Probability: 0.555
2025-04-28 11:43:00,449 - INFO - Keyword: marketing strategy, Probability: 0.178
2025-04-28 11:43:00,449 - INFO - Keyword: meal_prep, Probability: 0.122
2025-04-28 11:43:00,449 - INFO - Keyword: meditation, Probability: 0.143
2025-04-28 11:43:00,449 - INFO - Keyword: mental health, Probability: 0.132
2025-04-28 11:43:00,449 - INFO - Keyword: mental_health, Probability: 0.198
2025-04-28 11:43:00,449 - INFO - Keyword: mindfulness, Probability: 0.122
2025-04-28 11:43:00,449 - INFO - Keyword: mindfulness meditation, Probability: 0.128
2025-04-28 11:43:00,449 - INFO - Keyword: minimalist design, Probability: 0.124
2025-04-28 11:43:00,449 - INFO - Keyword: mistakes, Probability: 0.169
2025-04-28 11:43:00,449 - INFO - Keyword: mobile app design, Probability: 0.133
2025-04-28 11:43:00,449 - INFO - Keyword: motivation, Probability: 0.128
2025-04-28 11:43:00,449 - INFO - Keyword: networking, Probability: 0.163
2025-04-28 11:43:00,449 - INFO - Keyword: nutrition, Probability: 0.123
2025-04-28 11:43:00,449 - INFO - Keyword: online courses, Probability: 0.118
2025-04-28 11:43:00,449 - INFO - Keyword: online jobs, Probability: 0.119
2025-04-28 11:43:00,449 - INFO - Keyword: personal_branding, Probability: 0.349
2025-04-28 11:43:00,449 - INFO - Keyword: personal_growth, Probability: 0.136
2025-04-28 11:43:00,449 - INFO - Keyword: pet_care, Probability: 0.139
2025-04-28 11:43:00,449 - INFO - Keyword: podcast, Probability: 0.111
2025-04-28 11:43:00,449 - INFO - Keyword: podcast setup, Probability: 0.133
2025-04-28 11:43:00,449 - INFO - Keyword: podcasting, Probability: 0.133
2025-04-28 11:43:00,449 - INFO - Keyword: productivity, Probability: 0.229
2025-04-28 11:43:00,449 - INFO - Keyword: products, Probability: 0.118
2025-04-28 11:43:00,449 - INFO - Keyword: professionals, Probability: 0.122
2025-04-28 11:43:00,449 - INFO - Keyword: programming, Probability: 0.139
2025-04-28 11:43:00,449 - INFO - Keyword: project management, Probability: 0.153
2025-04-28 11:43:00,449 - INFO - Keyword: public speaking, Probability: 0.123
2025-04-28 11:43:00,449 - INFO - Keyword: public_speaking, Probability: 0.124
2025-04-28 11:43:00,449 - INFO - Keyword: real estate, Probability: 0.128
2025-04-28 11:43:00,449 - INFO - Keyword: recipes, Probability: 0.122
2025-04-28 11:43:00,449 - INFO - Keyword: remote teams, Probability: 0.153
2025-04-28 11:43:00,449 - INFO - Keyword: remote work, Probability: 0.177
2025-04-28 11:43:00,449 - INFO - Keyword: remote_work, Probability: 0.143
2025-04-28 11:43:00,449 - INFO - Keyword: resume writing, Probability: 0.135
2025-04-28 11:43:00,449 - INFO - Keyword: resume_writing, Probability: 0.123
2025-04-28 11:43:00,449 - INFO - Keyword: saving money, Probability: 0.123
2025-04-28 11:43:00,449 - INFO - Keyword: saving_money, Probability: 0.125
2025-04-28 11:43:00,449 - INFO - Keyword: security, Probability: 0.275
2025-04-28 11:43:00,449 - INFO - Keyword: self care, Probability: 0.121
2025-04-28 11:43:00,449 - INFO - Keyword: self improvement, Probability: 0.143
2025-04-28 11:43:00,449 - INFO - Keyword: self publishing, Probability: 0.120
2025-04-28 11:43:00,449 - INFO - Keyword: side hustle ideas, Probability: 0.126
2025-04-28 11:43:00,449 - INFO - Keyword: skills, Probability: 0.157
2025-04-28 11:43:00,449 - INFO - Keyword: skincare, Probability: 0.122
2025-04-28 11:43:00,449 - INFO - Keyword: skincare routine, Probability: 0.124
2025-04-28 11:43:00,449 - INFO - Keyword: small business, Probability: 0.213
2025-04-28 11:43:00,449 - INFO - Keyword: small_business, Probability: 0.249
2025-04-28 11:43:00,449 - INFO - Keyword: smart investments, Probability: 0.128
2025-04-28 11:43:00,449 - INFO - Keyword: smoothie, Probability: 0.122
2025-04-28 11:43:00,449 - INFO - Keyword: social_media, Probability: 0.292
2025-04-28 11:43:00,449 - INFO - Keyword: solo travel, Probability: 0.122
2025-04-28 11:43:00,449 - INFO - Keyword: solo_trip, Probability: 0.125
2025-04-28 11:43:00,449 - INFO - Keyword: startup, Probability: 0.140
2025-04-28 11:43:00,449 - INFO - Keyword: startups, Probability: 0.218
2025-04-28 11:43:00,449 - INFO - Keyword: stock_market, Probability: 0.151
2025-04-28 11:43:00,450 - INFO - Keyword: stocks, Probability: 0.153
2025-04-28 11:43:00,450 - INFO - Keyword: strategies, Probability: 0.188
2025-04-28 11:43:00,450 - INFO - Keyword: strategy, Probability: 0.249
2025-04-28 11:43:00,450 - INFO - Keyword: stress relief, Probability: 0.128
2025-04-28 11:43:00,450 - INFO - Keyword: stress_relief, Probability: 0.122
2025-04-28 11:43:00,450 - INFO - Keyword: summer, Probability: 0.122
2025-04-28 11:43:00,450 - INFO - Keyword: summer_adventure, Probability: 0.118
2025-04-28 11:43:00,450 - INFO - Keyword: sustainability, Probability: 0.118
2025-04-28 11:43:00,450 - INFO - Keyword: technology, Probability: 0.328
2025-04-28 11:43:00,450 - INFO - Keyword: tiktok, Probability: 0.126
2025-04-28 11:43:00,450 - INFO - Keyword: time_management, Probability: 0.191
2025-04-28 11:43:00,450 - INFO - Keyword: tips, Probability: 0.139
2025-04-28 11:43:00,450 - INFO - Keyword: tools, Probability: 0.125
2025-04-28 11:43:00,450 - INFO - Keyword: tourism, Probability: 0.125
2025-04-28 11:43:00,450 - INFO - Keyword: trails, Probability: 0.118
2025-04-28 11:43:00,450 - INFO - Keyword: travel, Probability: 0.125
2025-04-28 11:43:00,450 - INFO - Keyword: travel destinations, Probability: 0.122
2025-04-28 11:43:00,450 - INFO - Keyword: travel_safety, Probability: 0.125
2025-04-28 11:43:00,450 - INFO - Keyword: trends, Probability: 0.128
2025-04-28 11:43:00,450 - INFO - Keyword: ui_ux, Probability: 0.128
2025-04-28 11:43:00,450 - INFO - Keyword: video marketing, Probability: 0.123
2025-04-28 11:43:00,450 - INFO - Keyword: videos, Probability: 0.131
2025-04-28 11:43:00,450 - INFO - Keyword: viral content, Probability: 0.124
2025-04-28 11:43:00,450 - INFO - Keyword: viral_content, Probability: 0.132
2025-04-28 11:43:00,450 - INFO - Keyword: web design, Probability: 0.124
2025-04-28 11:43:00,450 - INFO - Keyword: website, Probability: 0.124
2025-04-28 11:43:00,450 - INFO - Keyword: website creation, Probability: 0.121
2025-04-28 11:43:00,450 - INFO - Keyword: website_design, Probability: 0.128
2025-04-28 11:43:00,450 - INFO - Keyword: weight_loss, Probability: 0.125
2025-04-28 11:43:00,450 - INFO - Keyword: wellbeing, Probability: 0.195
2025-04-28 11:43:00,450 - INFO - Keyword: wellness, Probability: 0.183
2025-04-28 11:43:00,450 - INFO - Keyword: work from home, Probability: 0.153
2025-04-28 11:43:00,450 - INFO - Keyword: work-life balance, Probability: 0.126
2025-04-28 11:43:00,450 - INFO - Keyword: work_from_home, Probability: 0.128
2025-04-28 11:43:00,450 - INFO - Keyword: work_life_balance, Probability: 0.141
2025-04-28 11:43:00,450 - INFO - Keyword: yoga, Probability: 0.142
2025-04-28 11:43:00,450 - INFO - Keyword: young professionals, Probability: 0.168
2025-04-29 22:49:03,936 - INFO - Loading model and encoder...
2025-04-29 22:49:04,535 - INFO - Processing text: ```rtf
{\rtf1\ansi\deff0
{\fonttbl{\f0\fswiss\fcharset0 Arial;}}
{\colortbl ;\red0\green0\blue0;\red...
2025-04-29 22:49:04,543 - INFO - Extracted keywords: ['beauty_routine', 'career', 'career growth', 'career options', 'collaboration', 'dogs', 'eco_friendly', 'education', 'engineering', 'enthusiasts', 'finance', 'fitness', 'freelancing', 'gadgets', 'glowing_skin', 'growth', 'hiking', 'instagram', 'investing', 'jobs', 'language learning', 'learning', 'linkedin', 'marketing', 'networking', 'online courses', 'online jobs', 'personal_branding', 'pet_care', 'productivity', 'products', 'remote work', 'self improvement', 'skincare', 'social_media', 'stocks', 'summer_adventure', 'sustainability', 'technology', 'tips', 'trails', 'work from home']
2025-04-29 22:49:04,543 - INFO - Keyword: AI, Probability: 0.122
2025-04-29 22:49:04,543 - INFO - Keyword: Canva, Probability: 0.129
2025-04-29 22:49:04,543 - INFO - Keyword: ML, Probability: 0.122
2025-04-29 22:49:04,543 - INFO - Keyword: NFTs, Probability: 0.130
2025-04-29 22:49:04,543 - INFO - Keyword: SEO, Probability: 0.130
2025-04-29 22:49:04,543 - INFO - Keyword: TikTok, Probability: 0.128
2025-04-29 22:49:04,543 - INFO - Keyword: UI/UX, Probability: 0.125
2025-04-29 22:49:04,543 - INFO - Keyword: WordPress, Probability: 0.129
2025-04-29 22:49:04,543 - INFO - Keyword: YouTube optimization, Probability: 0.130
2025-04-29 22:49:04,543 - INFO - Keyword: adventure, Probability: 0.151
2025-04-29 22:49:04,543 - INFO - Keyword: affordable, Probability: 0.129
2025-04-29 22:49:04,543 - INFO - Keyword: ai, Probability: 0.149
2025-04-29 22:49:04,543 - INFO - Keyword: app interface, Probability: 0.125
2025-04-29 22:49:04,543 - INFO - Keyword: apps, Probability: 0.132
2025-04-29 22:49:04,543 - INFO - Keyword: art market, Probability: 0.130
2025-04-29 22:49:04,543 - INFO - Keyword: awareness, Probability: 0.130
2025-04-29 22:49:04,543 - INFO - Keyword: basics, Probability: 0.152
2025-04-29 22:49:04,543 - INFO - Keyword: beauty, Probability: 0.126
2025-04-29 22:49:04,543 - INFO - Keyword: beauty_routine, Probability: 0.202
2025-04-29 22:49:04,543 - INFO - Keyword: belly_fat, Probability: 0.132
2025-04-29 22:49:04,543 - INFO - Keyword: blockchain, Probability: 0.148
2025-04-29 22:49:04,543 - INFO - Keyword: blogging, Probability: 0.129
2025-04-29 22:49:04,543 - INFO - Keyword: branding, Probability: 0.121
2025-04-29 22:49:04,543 - INFO - Keyword: budget_travel, Probability: 0.132
2025-04-29 22:49:04,543 - INFO - Keyword: budgeting, Probability: 0.130
2025-04-29 22:49:04,543 - INFO - Keyword: business, Probability: 0.195
2025-04-29 22:49:04,543 - INFO - Keyword: business growth, Probability: 0.121
2025-04-29 22:49:04,543 - INFO - Keyword: business tips, Probability: 0.119
2025-04-29 22:49:04,543 - INFO - Keyword: business_growth, Probability: 0.123
2025-04-29 22:49:04,543 - INFO - Keyword: buying home, Probability: 0.125
2025-04-29 22:49:04,543 - INFO - Keyword: career, Probability: 0.336
2025-04-29 22:49:04,543 - INFO - Keyword: career growth, Probability: 0.240
2025-04-29 22:49:04,543 - INFO - Keyword: career options, Probability: 0.362
2025-04-29 22:49:04,543 - INFO - Keyword: career_tips, Probability: 0.118
2025-04-29 22:49:04,543 - INFO - Keyword: coding practices, Probability: 0.128
2025-04-29 22:49:04,543 - INFO - Keyword: collaboration, Probability: 0.220
2025-04-29 22:49:04,543 - INFO - Keyword: communication, Probability: 0.134
2025-04-29 22:49:04,543 - INFO - Keyword: confidence, Probability: 0.134
2025-04-29 22:49:04,543 - INFO - Keyword: content creation, Probability: 0.167
2025-04-29 22:49:04,543 - INFO - Keyword: content marketing, Probability: 0.126
2025-04-29 22:49:04,543 - INFO - Keyword: content_creation, Probability: 0.129
2025-04-29 22:49:04,543 - INFO - Keyword: content_marketing, Probability: 0.122
2025-04-29 22:49:04,543 - INFO - Keyword: creative_industries, Probability: 0.129
2025-04-29 22:49:04,543 - INFO - Keyword: creativity, Probability: 0.125
2025-04-29 22:49:04,543 - INFO - Keyword: crypto, Probability: 0.130
